MP name,Nature of membership,Start of term,End of term,State,Constituency,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Specific,Common,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average
Sultan Ahmed,Elected,18-May-09,In office,West Bengal,Uluberia,All India Trinamool Congress,Male,Graduate,"Calcutta University, West Bengal",59,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.ÿ They do not sign the attendance register, ask questions, or introduce private member bills."," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sumitra Mahajan,Elected,18-May-09,In office,Madhya Pradesh,Indore,Bharatiya Janata Party,Female,Post Graduate,"M.A., LL.B.; Educated at Indore University, Indore (Madhya Pradesh) ",69,42,2,442,86%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.5,0.1,174,83%
Supriya Sule,Elected,18-May-09,In office,Maharashtra,Baramati,Nationalist Congress Party,Female,Graduate,"B.Sc. (Microbiology); Educated at Jai Hind College, Mumbai, Maharashtra",43,30,5,606,85%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,21.1,1.2,356,74%
Surendra Singh Nagar,Elected,18-May-09,In office,Uttar Pradesh,Gautam Buddha Nagar,Bahujan Samaj Party,Male,Graduate,"B.Com; Educated at SSV (PG) College, Hapur, Ghaziabad, Uttar Pradesh",47,21,0,272,79%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,33.3,0.4,179,80%
Suresh Channabasappa Angadi,Elected,18-May-09,In office,Karnataka,Belgaum,Bharatiya Janata Party,Male,Graduate,"B. Com, LL.B. (Spl.); Educated at S.S. S. Samiti College of Commerce, Belgaum and; R.L. Law College, Belgaum",57,20,0,258,74%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,14.5,0.2,244,70%
Suresh Kalmadi,Elected,18-May-09,In office,Maharashtra,Pune,Indian National Congress,Male,Graduate,"B.A.; Educated at Fergusson College, Pune, National Defence Academy, Kharakvasla and Air Force Flying College, Jodhpur and Allahabad",68,1,0,91,42%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,21.1,1.2,356,74%
Suresh Kashinath Taware,Elected,18-May-09,In office,Maharashtra,Bhiwandi,Indian National Congress,Male,Graduate,"B.Com; Educated at B.N.N. College, Bhiwandi",52,10,0,129,85%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,21.1,1.2,356,74%
Suresh Kodikunnil,Elected,18-May-09,In office,Kerala,Mavelikkara,Indian National Congress,Male,Graduate,"B.A., LL.B.; Educated at Government Law College, Trivandrum (Kerala) ",50,65,4,674,81%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,50.7,1.1,300,84%
Suresh Kumar Shetkar,Elected,18-May-09,In office,Andhra Pradesh,Zahirabad,Indian National Congress,Male,Graduate,"B.Sc. (Agriculture); Educated at Marathwada Agricultural University Parbhani, Maharashtra",52,17,0,570,77%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,15.2,0.4,258,70%
Sushil Kumar Sambhajirao Shinde,Elected,18-May-09,In office,Maharashtra,Solapur,Indian National Congress,Male,Graduate,"B.A. (Hons.), LL.B.; Educated at Sangameshwar and Dayanand College, Solapur, Shivaji University, Kolhapur and New Law College, Mumbai University , Maharashtra",71,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.ÿ They do not sign the attendance register, ask questions, or introduce private member bills."," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sushil Kumar Singh,Elected,18-May-09,In office,Bihar,Aurangabad,Janata Dal (United),Male,Post Graduate,"M.A. (Political Science); Educated at A.N. College, Magadh University, Patna (Bihar) ",49,31,0,259,76%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.8,0.5,236,87%
Sushila Saroj,Elected,18-May-09,In office,Uttar Pradesh,Mohanlalganj,Samajwadi Party,Female,Post Graduate,"M.A., B.Ed., LL.B.; Educated at Lucknow, Gorakhpur University, Uttar Pradesh",61,21,0,456,88%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,33.3,0.4,179,80%
Sushma Swaraj,Elected,18-May-09,In office,Madhya Pradesh,Vidisha,Bharatiya Janata Party,Female,Graduate,"B.A., L.L.B.; Educated at S.D. College, Ambala Cantt. (Haryana) and Law Deptt. Panjab University, Chandigarh",60,82,1,43,94%,"This MP was appointed the Leader of Opposition at the end of Winter Session, 2009 and hence, is not required to sign the attendance register. Attendance is thus available only till 21st December, 2009."," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.5,0.1,174,83%
Susmita Bauri,Elected,18-May-09,In office,West Bengal,Bishnupur,Communist Party of India (Marxist),Female,Graduate,"LL.B.; Educated at Hazra, Law College, Calcutta University, West Bengal",37,25,0,33,94%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.8,0.8,136,72%
Suvendu Adhikari,Elected,18-May-09,In office,West Bengal,Tamluk,All India Trinamool Congress,Male,Graduate,B.A. (Hons.); Educated at Contai P. K. College,41,10,0,61,23%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.8,0.8,136,72%
Syed Shahnawaz Hussain,Elected,18-May-09,In office,Bihar,Bhagalpur,Bharatiya Janata Party,Male,Diploma Course,"Diploma in Engineering (Electronics); Educated at B.S.S.E., Supaul, Patna and ITI, Pusa, Delhi",43,50,0,492,93%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.8,0.5,236,87%
T.K.S. Elangovan,Elected,18-May-09,In office,Tamil Nadu,Chennai North,Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A. (English Literature); Educated at Pachayappa`s College, Chennai",58,39,0,15,93%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.2,0.2,262,73%
Tabassum Hasan,Elected,18-May-09,In office,Uttar Pradesh,Kairana,Bahujan Samaj Party,Female,Matric,,41,0,0,22,66%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,33.3,0.4,179,80%
Takam Sanjoy,Elected,18-May-09,In office,Arunachal Pradesh,Arunachal West,Indian National Congress,Male,Graduate,"I.T.I (Mech.), B.A. & LL.B (Final); Educated at Rajiv Gandhi University and Don Bosco Technical School, Shillong, Dera Natung College, Itanagar, Shillong Law College, (NEHU) ",45,5,0,54,66%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,12,0,40,77%
Tapas Paul,Elected,18-May-09,In office,West Bengal,Krishnanagar,All India Trinamool Congress,Male,Graduate,B.Sc. (Bio Science); Educated at Burdwan University,54,6,0,0,67%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.8,0.8,136,72%
Tarachand Bhagora,Elected,18-May-09,In office,Rajasthan,Banswara,Indian National Congress,Male,Post Graduate,"M.A. (Pol. Sc.); Educated at Govt. P.G. College, Dungarpur, Rajasthan",58,3,0,182,81%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,37.3,0.8,208,88%
Tarun Mandal,Elected,18-May-09,In office,West Bengal,Jaynagar,Independent,Male,Graduate,"M.B.B.S., P.G.C.C.H.M.; Educated at Medical College, Calcutta University and National Institute of Health & Family Welfare, New Delhi",53,101,0,21,74%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.8,0.8,136,72%
Tathagata Satpathy,Elected,18-May-09,In office,Orissa,Dhenkanal,Biju Janata Dal,Male,Graduate,"B.A.; Educated at Sri Aurobindo International Centre of Education, Pondicherry",56,26,0,254,71%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,27.4,0.6,281,76%
Thalikkottai Rajuthevar Baalu,Elected,18-May-09,In office,Tamil Nadu,Sriperumbudur,Dravida Munnetra Kazhagam,Male,Graduate,"B.Sc., L.C.E.; Educated at New College, University of Madras, Chennai and Central Polytechnic, Chennai, Tamil Nadu",71,28,0,108,82%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.2,0.2,262,73%
Thangso Baite,Elected,18-May-09,In office,Manipur,Outer Manipur,Indian National Congress,Male,Post Graduate,M.A.,59,2,0,4,99%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,20.5,0.5,81,99%
Thirumaa Valavan Thol,Elected,18-May-09,In office,Tamil Nadu,Chidambaram,Viduthalai Chiruthaigal Katchi,Male,Post Graduate,"B.L., M.A. (Criminology), B.Sc. (Chemistry); Educated at Presidency College, Chennai and Madras Law College, University of Madras, Chennai",50,25,0,16,47%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.2,0.2,262,73%
Thokchom Meinya,Elected,18-May-09,In office,Manipur,Inner Manipur,Indian National Congress,Male,Doctorate,"M.Sc., LL.B., M. Phil, Ph. D.; Educated at D.M. College, Imphal, Guwahati University, Guwahati and Osmania University, Hyderabad",66,39,1,158,99%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,20.5,0.5,81,99%
Tufani Saroj,Elected,18-May-09,In office,Uttar Pradesh,Machhlishahr,Samajwadi Party,Male,Graduate,"B.A.; Educated at Baldeo Degree College, Baragaon, Varanasi (Uttar Pradesh) ",56,42,0,236,89%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,33.3,0.4,179,80%
Tushar Amarsinh Chaudhary,Elected,18-May-09,In office,Gujarat,Bardoli,Indian National Congress,Male,Graduate,"M.B.B.S.; Educated at M.S. University, Baroda, Gujarat",46,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.ÿ They do not sign the attendance register, ask questions, or introduce private member bills."," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Udasi Shivkumar Chanabasappa,Elected,18-May-09,In office,Karnataka,Haveri,Bharatiya Janata Party,Male,Graduate,"B.E.; Educated at Bangalore Institute of Engineering, Bangalore, Karnataka",45,47,0,122,90%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,14.5,0.2,244,70%
Uday Pratap Singh,Elected,18-May-09,In office,Madhya Pradesh,Hoshangabad,Indian National Congress,Male,Graduate,B.Com Educated at Sagar University,48,25,0,158,83%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.5,0.1,174,83%
Uday Singh Alias Pappu Singh,Elected,18-May-09,In office,Bihar,Purnia,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Higher Secondary; Eduated at Delhi Public School (1970) ,59,12,0,402,74%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.8,0.5,236,87%
Uma Shanker Singh,Elected,18-May-09,In office,Bihar,Maharajganj,Rashtriya Janata Dal,Male,Inter/ Higher Secondary,"Educated at D.A.V. College, Siwan, Bihar",72,14,0,107,89%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.8,0.5,236,87%
Usha Verma,Elected,18-May-09,In office,Uttar Pradesh,Hardoi,Samajwadi Party,Female,Post Graduate,"M.A. (English); Educated at S.D. Degree College and B.S.M. Degree College, Roorkee, Uttar Pradesh",49,16,0,264,85%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,33.3,0.4,179,80%
V. Kishore Chandra S. Deo,Elected,18-May-09,In office,Andhra Pradesh,Araku,Indian National Congress,Male,Post Graduate,"B.A. (Eco), M.A. (Political Science); Educated at Madras Christian College, Tambaram, Madras",65,2,0,0,91%,"This MP was appointed a minister in July, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th March, 2011."," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",15.8,0.4,119,77%,9.7,0.3,166,70%
V. Narayanasamy,Elected,18-May-09,In office,Puducherry,Puducherry,Indian National Congress,Male,Post Graduate,"B.A., M.L.; Tagore Art College, Puducherry and Madras Law College, Chennai",65,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.ÿ They do not sign the attendance register, ask questions, or introduce private member bills."," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vijay Bahadur Singh,Elected,18-May-09,In office,Uttar Pradesh,Hamirpur,Bahujan Samaj Party,Male,Graduate,"B.A., LL.B.; Educated at Allahabad University (Uttar Pradesh) ",71,59,0,136,85%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,33.3,0.4,179,80%
Vijay Bahuguna,Elected,18-May-09,23-07-2012,Uttarakhand,Tehri Garhwal,Indian National Congress,Male,Graduate,"B.A., LLB.; Educated at Allahabad University, Uttar Pradesh",65,13,0,18,80%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",27.3,0.6,195,77%,37.2,4.6,70,81%
Vijay Inder Singla,Elected,18-May-09,In office,Punjab,Sangrur,Indian National Congress,Male,Graduate,"B.E.; Educated at B.M.S. College of Engineering, Bangalore (Karnataka) ",40,2,0,9,85%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,19,0.6,127,78%
Vikrambhai Arjanbhai Maadam,Elected,18-May-09,In office,Gujarat,Jamnagar,Indian National Congress,Male,Graduate,"B.A. (Political Science); Educated at Saurashtra University, Jamnagar (Gujarat) ",54,8,0,683,77%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,30.1,1,276,79%
Vilas Baburao Muttemwar,Elected,18-May-09,In office,Maharashtra,Nagpur,Indian National Congress,Male,Graduate,"B. Com.; Educated at Nagpur University, Nagpur (Maharashtra) ",63,30,0,543,80%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,21.1,1.2,356,74%
Vinay Kumar Pandey,Elected,18-May-09,In office,Uttar Pradesh,Shrawasti,Indian National Congress,Male,Doctorate,"Ph.D. (Paleobotany), M.Sc. (Botany), PG Diploma in Comupter Science, Advanced Ratna, Certificate Course in Processing adn Cultivation of Aromatic and Medical Plants; Educated at RML University Faizabad, Uttar Pradesh (MLK, PG College, Balrampur, Uttar Pra",48,36,0,190,85%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,33.3,0.4,179,80%
Vincent H Pala,Elected,18-May-09,In office,Meghalaya,Shillong,Indian National Congress,Male,Graduate,"B.E. (Civil); Educated at Jalpaiguri Govt. Engineering College, North Bengal University, New Jalpaiguri, West Bengal",44,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.ÿ They do not sign the attendance register, ask questions, or introduce private member bills."," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virbhadra Singh,Elected,18-May-09,In office,Himachal Pradesh,Mandi,Indian National Congress,Male,Post Graduate,"B.A., M.A.; Educated at Bishop Cotton`s School, Shimla and St. Stephen`s College, New Delhi",78,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.ÿ They do not sign the attendance register, ask questions, or introduce private member bills."," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virender Kashyap,Elected,18-May-09,In office,Himachal Pradesh,Shimla,Bharatiya Janata Party,Male,Post Graduate,M.Sc. (Physics); Educated at Himachal Pradesh University,62,92,0,329,88%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,70,0.3,275,88%
Virendra Kumar,Elected,18-May-09,In office,Madhya Pradesh,Tikamgarh,Bharatiya Janata Party,Male,Doctorate,"M.A. (Economics), Ph.D (Child Labour); Educated at Dr. Harisingh University, Sagar, Madhya Pradesh",58,145,0,162,95%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.5,0.1,174,83%
Vishnu Deo Sai,Elected,18-May-09,In office,Chhattisgarh,Raigarh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Higher Secondary; Educated at Loyola Higher Secondary School, Kunkuri, Jashpur, Chattisgarh",48,3,0,11,59%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,9.6,0.3,121,64%
Vishwa Mohan Kumar,Elected,18-May-09,In office,Bihar,Supaul,Janata Dal (United),Male,Post Graduate,M.Sc.,54,48,0,340,82%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.8,0.5,236,87%
Vitthalbhai Hansrajbhai Radadiya,Elected,18-May-09,In office,Gujarat,Porbandar,Indian National Congress,Male,Graduate,B.A.,53,1,0,168,27%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,30.1,1,276,79%
Wakchaure Bhausaheb Rajaram,Elected,18-May-09,In office,Maharashtra,Shirdi,Shiv Sena,Male,Graduate,"B.Com., B.A., LL.B., D.L.L. & L.W., G.A.C. & A., D.E.D.; Educated at Pune University and Ahmednagar",62,18,4,589,67%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,21.1,1.2,356,74%
Y. S. Jagan Mohan Reddy,Elected,13-May-11,In office,Andhra Pradesh,Kadapa,Yuvajana Sramika Rythu Congress Party,Male,Graduate,B.Com.,39,2,0,0,40%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",24.8,0.5,192,77%,12.9,0.2,230,70%
Yashbant Narayan Singh Laguri,Elected,18-May-09,In office,Orissa,Keonjhar,Biju Janata Dal,Male,Graduate,"B.A.; Educated at C.S. College, Champua, Utakal University",41,23,0,530,70%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,27.4,0.6,281,76%
Yashodhara Raje Scindia,Elected,18-May-09,In office,Madhya Pradesh,Gwalior,Bharatiya Janata Party,Female,Inter/ Higher Secondary,"Senior Cambridge; Educated at Scindia Kanya Vidyalay, Gwalior (M.P.), Presentation Convent, Kodaikanal, Tamil Nadu",58,22,0,154,78%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,34.5,0.1,174,83%
Yashvir Singh,Elected,18-May-09,In office,Uttar Pradesh,Nagina,Samajwadi Party,Male,Graduate,"B.Tech. (Chemical Engg.) Ist; Educated at HBTI Kanpur, Uttar Pradesh",39,0,0,362,86%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,33.3,0.4,179,80%
Yashwant Sinha,Elected,18-May-09,In office,Jharkhand,Hazaribagh,Bharatiya Janata Party,Male,Post Graduate,"M.A.; Educated at Patna University, Bihar",74,31,0,78,89%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,25.9,0.8,186,66%
Yogi Adityanath,Elected,18-May-09,In office,Uttar Pradesh,Gorakhpur,Bharatiya Janata Party,Male,Graduate,"B.Sc.; Educated at H.N.B. Garhwal University, Srinagar (Uttarakhand) ",40,69,5,294,74%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,33.3,0.4,179,80%
Zafar Ali Naqvi,Elected,18-May-09,In office,Uttar Pradesh,Kheri,Indian National Congress,Male,Graduate,"B.A., LL.B.; Educated at Lucknow University, Lucknow",65,0,0,45,79%,," (Data corresponds to the period 04 Jun 2009 to 7 Sep 2012,.)",28.4,0.6,215,77%,33.3,0.4,179,80%
